treatment,size
life_9000,8
life_9000,75
life_9000,31
life_9000,1
life_9000,21
life_9000,25
life_9000,42
life_9000,1
life_9000,8
life_9000,3
life_9000,4
life_9000,20
life_9000,7
life_9000,47
life_9000,86
life_9000,20
life_9000,8
life_9000,1
life_9000,1
life_9000,4
life_9000,2
life_9000,3
life_9000,17
life_9000,1
life_9000,110
life_9000,12
life_9000,24
life_9000,3
life_9000,77
life_9000,4
life_9000,27
life_9000,118
life_9000,4
life_9000,7
life_9000,8
life_9000,9
life_9000,4
life_9000,4
life_9000,6
life_9000,143
life_9000,12
life_9000,4
life_9000,1
life_9000,14
life_9000,20
life_9000,40
life_9000,2
life_9000,4
life_9000,104
life_9000,80
life_9000,41
life_9000,1
life_9000,6
life_9000,14
life_9000,78
life_9000,62
life_9000,1
life_9000,40
life_9000,10
life_9000,1
life_9000,7
life_9000,5
life_9000,21
life_9000,52
life_9000,42
life_9000,2
life_9000,16
life_9000,2
life_9000,1
life_9000,28
life_9000,19
life_9000,17
life_9000,14
life_9000,10
life_9000,5
life_9000,12
life_9000,21
life_9000,10
life_9000,1
life_9000,1
life_9000,192
life_9000,1
life_9000,53
life_9000,32
life_9000,57
life_9000,64
life_9000,1
life_9000,126
life_9000,8
life_9000,12
life_9000,12
life_9000,19
life_9000,7
life_9000,1
life_9000,8
life_9000,4
life_9000,1
life_9000,11
life_9000,23
life_9000,9
life_9000,2
life_9000,43
life_9000,1
life_9000,37
life_9000,7
life_9000,13
life_9000,26
life_9000,6
life_9000,1
life_9000,7
life_9000,16
life_9000,108
life_9000,13
life_9000,13
life_9000,54
life_9000,42
life_9000,22
life_9000,10
life_9000,10
life_9000,42
life_9000,8
life_9000,3
life_9000,52
life_9000,23
life_9000,80
life_9000,1
life_9000,50
life_9000,30
life_9000,12
life_9000,8
life_9000,4
life_9000,66
life_9000,116
life_9000,7
life_9000,3
life_9000,97
life_9000,83
life_9000,7
life_9000,64
life_9000,27
life_9000,1
life_9000,3
life_9000,1
life_9000,7
life_9000,4
life_9000,7
life_9000,4
life_9000,10
life_9000,1
life_9000,27
life_9000,6
life_9000,48
life_9000,3
life_9000,90
life_9000,82
life_9000,108
life_9000,7
life_9000,36
life_9000,8
life_9000,6
life_9000,2
life_9000,7
life_9000,14
life_9000,2
life_9000,1
life_9000,3
life_9000,4
life_9000,11
life_9000,5
life_9000,10
life_9000,4
life_9000,73
life_9000,14
life_9000,21
life_9000,15
life_9000,126
life_9000,1
life_9000,4
life_9000,2
life_9000,21
life_9000,5
life_9000,87
life_9000,1
life_9000,3
life_9000,1
life_9000,26
life_9000,201
life_9000,26
life_9000,44
life_9000,2
life_9000,77
life_9000,2
life_9000,7
life_9000,1
life_9000,1
life_9000,65
life_9000,60
life_9000,20
life_9000,1
life_9000,19
life_9000,1
life_9000,18
life_9000,19
life_9000,4
life_9000,28
life_9000,4
life_9000,3
life_9000,21
life_9000,21
life_9000,1
life_9000,4
life_9000,107
life_9000,2
life_9000,56
life_9000,52
life_9000,1
life_9000,36
life_9000,49
life_9000,109
life_9000,67
life_9000,30
life_9000,2
life_9000,1
life_9000,16
life_9000,54
life_9000,69
life_9000,101
life_9000,12
life_9000,9
life_9000,14
life_9000,28
life_9000,22
life_9000,1
life_9000,19
life_9000,36
life_9000,16
life_9000,70
life_9000,41
life_9000,13
life_9000,7
life_9000,1
life_9000,48
life_9000,14
life_9000,34
life_9000,2
life_9000,3
life_9000,3
life_9000,4
life_9000,2
life_9000,75
life_9000,14
life_9000,1
life_9000,6
life_9000,42
life_9000,19
life_9000,1
life_9000,169
life_9000,29
life_9000,3
life_9000,2
life_9000,8
life_9000,3
life_9000,21
life_9000,3
life_9000,3
life_9000,1
life_9000,4
life_9000,29
life_9000,23
life_9000,58
life_9000,18
life_9000,26
life_9000,21
life_9000,1
life_9000,93
life_9000,41
life_9000,52
life_9000,89
life_9000,30
life_9000,1
life_9000,30
life_9000,18
life_9000,17
life_9000,7
life_9000,96
life_9000,12
life_9000,65
life_9000,7
life_9000,1
life_9000,4
life_9000,3
life_9000,80
life_9000,4
life_9000,76
life_9000,15
life_9000,34
life_9000,3
life_9000,143
life_9000,49
life_9000,1
life_9000,28
life_9000,45
life_9000,1
life_9000,88
life_9000,24
life_9000,21
life_9000,67
life_9000,52
life_9000,48
life_9000,2
life_9000,5
life_9000,129
life_9000,24
life_9000,22
life_9000,2
life_9000,3
life_9000,1
life_9000,45
life_9000,85
life_9000,2
life_9000,1
life_9000,35
life_9000,44
life_9000,1
life_9000,1
life_9000,9
life_9000,14
life_9000,90
life_9000,2
life_9000,4
life_9000,77
life_9000,4
life_9000,2
life_9000,12
life_9000,8
life_9000,1
life_9000,8
life_9000,146
life_9000,43
life_9000,66
life_9000,5
life_9000,3
life_9000,1
life_9000,20
life_9000,24
life_9000,1
life_9000,14
life_9000,16
life_9000,5
life_9000,33
life_9000,23
life_9000,98
life_9000,7
life_9000,85
life_9000,11
life_9000,36
life_9000,8
life_9000,5
life_9000,53
life_9000,3
life_9000,32
life_9000,1
life_9000,44
life_9000,17
life_9000,139
life_9000,14
life_9000,7
life_9000,12
life_9000,4
life_9000,68
life_9000,61
life_9000,4
life_9000,3
life_9000,30
life_9000,1
life_9000,26
life_9000,6
life_9000,3
life_9000,3
life_9000,6
life_9000,6
life_9000,3
life_9000,4
life_9000,116
life_9000,27
life_9000,25
life_9000,14
life_9000,7
life_9000,20
life_9000,7
life_9000,18
life_9000,70
life_9000,48
life_9000,6
life_9000,1
life_9000,34
life_9000,7
life_9000,95
life_9000,48
life_9000,14
life_9000,5
life_9000,13
life_9000,4
life_9000,7
life_9000,11
life_9000,1
life_9000,7
life_9000,11
life_9000,1
life_9000,53
life_9000,79
life_9000,50
life_9000,1
life_9000,1
life_9000,1
life_9000,40
life_9000,40
life_9000,65
life_9000,51
life_9000,94
life_9000,39
life_9000,64
life_9000,5
life_9000,79
life_9000,13
life_9000,3
life_9000,37
life_9000,3
life_9000,2
life_9000,14
life_9000,1
life_9000,15
life_9000,1
life_9000,1
life_9000,11
life_9000,37
life_9000,52
life_9000,1
life_9000,14
life_9000,1
life_9000,6
life_9000,104
life_9000,3
life_9000,2
life_9000,70
life_9000,53
life_9000,40
life_9000,27
life_9000,15
life_9000,20
life_9000,51
life_9000,17
life_9000,12
life_9000,87
life_9000,3
life_9000,5
life_9000,121
life_9000,11
life_9000,1
life_9000,1
life_9000,1
life_9000,56
life_9000,14
life_9000,4
life_9000,39
life_9000,1
life_9000,7
life_9000,122
life_9000,3
life_9000,7
life_9000,2
life_9000,10
life_9000,153
life_9000,61
life_9000,31
life_9000,12
life_9000,19
life_9000,13
life_9000,7
life_9000,26
life_9000,16
life_9000,21
life_9000,37
life_9000,1
life_9000,3
life_9000,175
life_9000,22
life_9000,29
life_9000,2
life_9000,1
life_9000,23
life_9000,5
life_9000,3
life_9000,6
life_9000,27
life_9000,5
life_9000,1
life_9000,4
life_9000,1
life_9000,44
life_9000,26
life_9000,15
life_9000,6
life_9000,3
life_9000,2
life_9000,2
life_9000,32
life_9000,7
life_9000,4
life_9000,8
life_9000,4
life_9000,4
life_9000,78
life_9000,35
life_9000,36
life_9000,3
life_9000,6
life_9000,66
life_9000,72
life_9000,7
life_9000,3
life_9000,33
life_9000,87
life_9000,34
life_9000,24
life_9000,1
life_9000,14
life_9000,14
life_9000,1
life_9000,12
life_9000,2
life_9000,6
life_9000,1
life_9000,75
life_9000,3
life_9000,48
life_9000,13
life_9000,65
life_9000,70
life_9000,74
life_9000,7
life_9000,6
life_9000,4
life_9000,42
life_9000,36
life_9000,53
life_9000,15
life_9000,5
life_9000,7
life_9000,67
life_9000,11
life_9000,3
life_9000,158
life_9000,57
life_9000,33
life_9000,12
life_9000,5
life_9000,3
life_9000,6
life_9000,1
life_9000,1
life_9000,1
life_9000,7
life_9000,41
life_9000,3
life_9000,25
life_9000,24
life_9000,23
life_9000,88
life_9000,1
life_9000,1
life_9000,6
life_9000,21
life_9000,16
life_9000,61
life_9000,44
life_9000,19
life_9000,11
life_9000,12
life_9000,14
life_9000,31
life_9000,29
life_9000,46
life_9000,172
life_9000,35
life_9000,22
life_9000,1
life_9000,23
life_9000,33
life_9000,6
life_9000,2
life_9000,43
life_9000,21
life_9000,42
life_9000,80
life_9000,52
life_9000,6
life_9000,15
life_9000,25
life_9000,1
life_9000,12
life_9000,37
life_9000,1
life_9000,23
life_9000,34
life_9000,6
life_9000,3
life_9000,54
life_9000,44
life_9000,7
life_9000,111
life_9000,12
life_9000,12
life_9000,11
life_9000,99
life_9000,15
life_9000,106
life_9000,3
life_9000,3
life_9000,11
life_9000,3
life_9000,12
life_9000,1
life_9000,1
life_9000,57
life_9000,18
life_9000,11
life_9000,56
life_9000,5
life_9000,26
life_9000,43
life_9000,21
life_9000,14
life_9000,7
life_9000,23
life_9000,28
life_9000,2
life_9000,1
life_9000,1
life_9000,86
life_9000,1
life_9000,20
life_9000,29
life_9000,1
life_9000,99
life_9000,15
life_9000,1
life_9000,10
life_9000,28
life_9000,1
life_9000,20
life_9000,18
life_9000,3
life_9000,3
life_9000,19
life_9000,1
life_9000,1
life_9000,35
life_9000,2
life_9000,69
life_9000,16
life_9000,9
life_9000,129
life_9000,19
life_9000,3
life_9000,19
life_9000,3
life_9000,47
life_9000,3
life_9000,61
life_9000,1
life_9000,23
life_9000,10
life_9000,1
life_9000,1
life_9000,13
life_9000,28
life_9000,21
life_9000,18
life_9000,98
life_9000,23
life_9000,10
life_9000,17
life_9000,20
life_9000,34
life_9000,13
life_9000,18
life_9000,103
life_9000,27
life_9000,18
life_9000,18
life_9000,1
life_9000,109
life_9000,53
life_9000,68
life_9000,23
life_9000,105
life_9000,1
life_9000,30
life_9000,11
life_9000,33
life_9000,29
life_9000,61
life_9000,1
life_9000,1
life_9000,7
life_9000,6
life_9000,5
life_9000,5
life_9000,9
life_9000,4
life_9000,21
life_9000,6
life_9000,3
life_9000,20
life_9000,15
life_9000,1
life_9000,1
life_9000,101
life_9000,49
life_9000,2
life_9000,1
life_9000,19
life_9000,108
life_9000,10
life_9000,12
life_9000,11
life_9000,21
life_9000,1
life_9000,12
life_9000,8
life_9000,5
life_9000,7
life_9000,6
life_9000,22
life_9000,15
life_9000,1
life_9000,1
life_9000,3
life_9000,5
life_9000,22
life_9000,4
life_9000,2
life_9000,1
life_9000,1
life_9000,40
life_9000,81
life_9000,1
life_9000,75
life_9000,27
life_9000,1
life_9000,24
life_9000,19
life_9000,22
life_9000,2
life_9000,63
life_9000,1
life_9000,30
life_9000,38
life_9000,38
life_9000,16
life_9000,1
life_9000,1
life_9000,31
life_9000,1
life_9000,1
life_9000,1
life_9000,8
life_9000,110
life_9000,18
life_9000,26
life_9000,5
life_9000,3
life_9000,3
life_9000,1
life_9000,21
life_9000,14
life_9000,13
life_9000,3
life_9000,19
life_9000,1
life_9000,1
life_9000,6
life_9000,41
life_9000,1
life_9000,5
life_9000,8
life_9000,96
life_9000,5
life_9000,88
life_9000,1
life_9000,11
life_9000,1
life_9000,14
life_9000,3
life_9000,98
life_9000,27
life_9000,74
life_9000,1
life_9000,36
life_9000,40
life_9000,6
life_9000,117
life_9000,3
life_9000,54
life_9000,19
life_9000,2
life_9000,41
life_9000,81
life_9000,61
life_9000,2
life_9000,1
life_9000,19
life_9000,76
life_9000,1
life_9000,18
life_9000,94
life_9000,51
life_9000,55
life_9000,3
life_9000,1
life_9000,9
life_9000,12
life_9000,15
life_9000,13
life_9000,1
life_9000,51
life_9000,103
life_9000,61
life_9000,1
life_9000,41
life_9000,1
life_9000,64
life_9000,9
life_9000,1
life_9000,48
life_9000,9
life_9000,50
life_9000,11
life_9000,1
life_9000,119
life_9000,3
life_9000,8
life_9000,45
life_9000,24
life_9000,9
life_9000,2
life_9000,21
life_9000,12
life_9000,6
life_9000,3
life_9000,3
life_9000,4
life_9000,13
life_9000,31
life_9000,1
life_9000,3
life_9000,4
life_9000,1
life_9000,1
life_9000,12
life_9000,3
life_9000,6
life_9000,6
life_9000,57
life_9000,3
life_9000,1
life_9000,98
life_9000,15
life_9000,21
life_9000,53
life_9000,56
life_9000,8
life_9000,23
life_9000,30
life_9000,1
life_9000,1
life_9000,50
life_9000,14
life_9000,1
life_9000,28
life_9000,108
life_9000,36
life_9000,73
life_9000,65
life_9000,28
life_9000,36
life_9000,1
life_9000,14
life_9000,32
life_9000,6
life_9000,1
life_9000,116
life_9000,53
life_9000,1
life_9000,50
life_9000,69
life_9000,29
life_9000,70
life_9000,1
life_9000,11
life_9000,63
life_9000,1
life_9000,19
life_9000,43
life_9000,42
life_9000,16
life_9000,3
life_9000,24
life_9000,42
life_9000,44
life_9000,11
life_9000,22
life_9000,41
life_9000,2
life_9000,8
life_9000,6
life_9000,13
life_9000,64
life_9000,31
life_9000,62
life_9000,42
life_9000,12
life_9000,97
life_9000,67
life_9000,18
life_9000,6
life_9000,1
life_9000,139
life_9000,59
life_9000,1
life_9000,79
life_9000,1
life_9000,42
life_9000,54
life_9000,25
life_9000,139
life_9000,1
life_9000,3
life_9000,2
life_9000,78
life_9000,13
life_9000,21
life_9000,11
life_9000,11
life_9000,23
life_9000,26
life_9000,6
life_9000,27
life_9000,4
life_9000,13
life_9000,22
life_9000,41
life_9000,34
life_9000,15
life_9000,10
life_9000,96
life_9000,7
life_9000,27
life_9000,1
life_9000,104
life_9000,12
life_9000,6
life_9000,6
life_9000,13
life_9000,12
life_9000,12
life_9000,1
life_9000,3
life_9000,168
life_9000,103
life_9000,7
life_9000,4
life_9000,3
life_9000,71
life_9000,2
life_9000,1
life_9000,123
life_9000,17
life_9000,6
life_9000,11
life_9000,22
life_9000,39
life_9000,23
life_9000,44
life_9000,1
life_9000,27
life_9000,13
life_9000,9
life_9000,8
life_9000,25
life_9000,9
life_9000,8
life_9000,15
life_9000,1
life_9000,46
life_9000,83
life_9000,79
life_9000,59
life_9000,1
life_9000,21
life_9000,24
life_9000,9
life_9000,26
life_9000,14
life_9000,1
life_9000,2
life_9000,1
life_9000,13
life_9000,13
life_9000,1
life_9000,1
life_9000,5
life_9000,122
life_9000,52
life_9000,11
life_9000,67
life_9000,1
life_9000,1
life_9000,4
life_9000,6
life_9000,23
life_9000,3
life_9000,3
life_9000,1
life_9000,1
life_9000,5
life_9000,1
life_9000,8
life_9000,1
life_9000,1
life_9000,12
life_9000,13
life_9000,4
life_9000,34
life_9000,2
life_9000,4
life_9000,20
life_9000,143
life_9000,6
life_9000,7
life_9000,10
life_9000,2
life_9000,1
life_9000,2
life_9000,20
life_9000,12
life_9000,74
life_9000,6
life_9000,60
life_9000,9
life_9000,22
life_9000,13
life_9000,13
life_9000,117
life_9000,42
life_9000,2
life_9000,20
life_9000,47
life_9000,1
life_9000,4
life_9000,1
life_9000,6
life_9000,4
life_9000,14
life_9000,12
life_9000,23
life_9000,3
life_9000,6
life_9000,38
life_9000,2
life_9000,13
life_9000,44
life_9000,1
life_9000,89
life_9000,21
life_9000,6
life_9000,41
life_9000,1
life_9000,6
life_9000,3
life_9000,1
life_9000,3
life_9000,66
life_9000,3
life_9000,49
life_9000,6
life_9000,1
life_9000,32
life_9000,15
life_9000,13
life_9000,3
life_9000,41
life_9000,78
life_9000,111
life_9000,10
life_9000,5
life_9000,98
life_9000,90
life_9000,3
life_9000,1
life_9000,3
life_9000,1
life_9000,67
life_9000,11
life_9000,26
life_9000,24
life_9000,43
life_9000,78
life_9000,43
life_9000,47
life_9000,23
life_9000,15
life_9000,9
life_9000,14
life_9000,110
life_9000,3
life_9000,28
life_9000,32
life_9000,2
life_9000,79
life_9000,116
life_9000,139
life_9000,60
life_9000,1
life_9000,79
life_9000,5
life_9000,35
life_9000,23
life_9000,3
life_9000,6
life_9000,18
life_9000,4
life_9000,7
life_9000,9
life_9000,5
life_9000,1
life_9000,3
life_9000,1
life_9000,1
life_9000,1
life_9000,66
life_9000,49
life_9000,1
life_9000,100
life_9000,33
life_9000,62
life_9000,40
life_9000,38
life_9000,10
life_9000,128
life_9000,43
life_9000,2
life_9000,26
life_9000,1
life_9000,7
life_9000,52
life_9000,5
life_9000,14
life_9000,5
life_9000,5
life_9000,3
life_9000,7
life_9000,12
life_9000,1
life_9000,54
life_9000,35
life_9000,86
life_9000,1
life_9000,107
life_9000,75
life_9000,48
life_9000,43
life_9000,3
life_9000,37
life_9000,63
life_9000,1
life_9000,75
life_9000,1
life_9000,1
life_9000,1
life_9000,76
life_9000,37
life_9000,3
life_9000,79
life_9000,27
life_9000,25
life_9000,11
life_9000,136
life_9000,19
life_9000,8
life_9000,112
life_9000,21
life_9000,1
life_9000,19
life_9000,13
life_9000,18
life_9000,27
life_9000,7
life_9000,9
life_9000,1
life_9000,5
life_9000,4
life_9000,145
life_9000,66
life_9000,71
life_9000,2
life_9000,2
life_9000,105
life_9000,4
life_9000,3
life_9000,2
life_9000,69
life_9000,6
life_9000,15
life_9000,10
life_9000,1
life_9000,2
life_9000,17
life_9000,3
life_9000,41
life_9000,1
life_9000,33
life_9000,66
life_9000,26
life_9000,33
life_9000,58
life_9000,12
life_9000,7
life_9000,138
life_9000,1
life_9000,32
life_9000,4
life_9000,1
life_9000,20
life_9000,54
life_9000,32
life_9000,79
life_9000,6
life_9000,3
life_9000,1
life_9000,29
life_9000,94
life_9000,8
life_9000,5
life_9000,9
life_9000,7
life_9000,61
life_9000,12
life_9000,13
life_9000,4
life_9000,7
life_9000,41
life_9000,6
life_9000,56
life_9000,65
life_9000,12
life_9000,138
life_9000,39
life_9000,1
life_9000,12
life_9000,9
life_9000,40
life_9000,53
life_9000,7
life_9000,45
life_9000,2
life_9000,2
life_9000,3
life_9000,26
life_9000,18
life_9000,2
life_9000,3
life_9000,76
life_9000,7
life_9000,5
life_9000,14
life_9000,43
life_9000,36
life_9000,6
life_9000,7
life_9000,17
life_9000,17
life_9000,6
life_9000,9
life_9000,87
life_9000,7
life_9000,4
life_9000,5
life_9000,1
life_9000,25
life_9000,28
life_9000,93
life_9000,17
life_9000,29
life_9000,23
life_9000,21
life_9000,18
life_9000,41
life_9000,14
life_9000,1
life_9000,14
life_9000,1
life_9000,1
life_9000,1
life_9000,1
life_9000,9
life_9000,1
life_9000,24
life_9000,16
life_9000,51
life_9000,24
life_9000,125
life_9000,6
life_9000,14
life_9000,1
life_9000,58
life_9000,1
life_9000,27
life_9000,9
life_9000,25
life_9000,13
life_9000,26
life_9000,22
life_9000,7
life_9000,23
life_9000,1
life_9000,1
life_9000,1
life_9000,2
life_9000,1
life_9000,25
life_9000,1
life_9000,11
life_9000,144
life_9000,33
life_9000,14
life_9000,16
life_9000,38
life_9000,20
life_9000,1
life_9000,59
life_9000,2
life_9000,3
life_9000,29
life_9000,1
life_9000,21
life_9000,8
life_9000,1
life_9000,4
life_9000,3
life_9000,1
life_9000,2
life_9000,92
life_9000,24
life_9000,46
life_9000,1
life_9000,14
life_9000,7
life_9000,39
life_9000,15
life_9000,19
life_9000,23
life_9000,11
life_9000,4
life_9000,1
life_9000,43
life_9000,46
life_9000,15
life_9000,46
life_9000,39
life_9000,36
life_9000,24
life_9000,15
life_9000,64
life_9000,15
life_9000,5
life_9000,5
life_9000,12
life_9000,1
life_9000,4
life_9000,43
life_9000,11
life_9000,56
life_9000,24
life_9000,147
life_9000,33
life_9000,5
life_9000,2
life_9000,11
life_9000,3
life_9000,21
life_9000,6
life_9000,25
life_9000,9
life_9000,89
life_9000,49
life_9000,90
life_9000,90
life_9000,18
life_9000,12
life_9000,5
life_9000,7
life_9000,1
life_9000,1
life_9000,29
life_9000,2
life_9000,20
life_9000,4
life_9000,2
life_9000,67
life_9000,45
life_9000,6
life_9000,1
life_9000,95
life_9000,4
life_9000,56
life_9000,51
life_9000,13
life_9000,13
life_9000,20
life_9000,34
life_9000,44
life_9000,1
life_9000,11
life_9000,7
life_9000,1
life_9000,28
life_9000,1
life_9000,1
life_9000,16
life_9000,4
life_9000,85
life_9000,101
life_9000,17
life_9000,44
life_9000,12
life_9000,63
life_9000,16
life_9000,51
life_9000,88
life_9000,54
life_9000,7
life_9000,11
life_9000,7
life_9000,20
life_9000,18
life_9000,66
life_9000,4
life_9000,2
life_9000,6
life_9000,6
life_9000,20
life_9000,1
life_9000,30
life_9000,34
life_9000,10
life_9000,16
life_11000,168
life_11000,1
life_11000,1
life_11000,33
life_11000,38
life_11000,21
life_11000,3
life_11000,58
life_11000,3
life_11000,3
life_11000,13
life_11000,8
life_11000,10
life_11000,21
life_11000,19
life_11000,149
life_11000,1
life_11000,8
life_11000,1
life_11000,47
life_11000,34
life_11000,7
life_11000,57
life_11000,6
life_11000,2
life_11000,7
life_11000,27
life_11000,27
life_11000,16
life_11000,3
life_11000,6
life_11000,2
life_11000,103
life_11000,83
life_11000,1
life_11000,12
life_11000,1
life_11000,7
life_11000,6
life_11000,1
life_11000,10
life_11000,7
life_11000,65
life_11000,11
life_11000,23
life_11000,70
life_11000,69
life_11000,38
life_11000,6
life_11000,36
life_11000,3
life_11000,1
life_11000,61
life_11000,48
life_11000,93
life_11000,45
life_11000,137
life_11000,11
life_11000,15
life_11000,27
life_11000,1
life_11000,59
life_11000,96
life_11000,12
life_11000,10
life_11000,9
life_11000,23
life_11000,139
life_11000,15
life_11000,8
life_11000,46
life_11000,7
life_11000,21
life_11000,7
life_11000,57
life_11000,6
life_11000,14
life_11000,13
life_11000,18
life_11000,9
life_11000,3
life_11000,14
life_11000,11
life_11000,5
life_11000,7
life_11000,119
life_11000,36
life_11000,53
life_11000,55
life_11000,1
life_11000,62
life_11000,15
life_11000,51
life_11000,1
life_11000,7
life_11000,53
life_11000,70
life_11000,79
life_11000,38
life_11000,3
life_11000,3
life_11000,86
life_11000,59
life_11000,1
life_11000,1
life_11000,7
life_11000,168
life_11000,4
life_11000,13
life_11000,8
life_11000,6
life_11000,5
life_11000,45
life_11000,10
life_11000,3
life_11000,25
life_11000,53
life_11000,36
life_11000,3
life_11000,2
life_11000,2
life_11000,3
life_11000,7
life_11000,3
life_11000,4
life_11000,1
life_11000,104
life_11000,15
life_11000,4
life_11000,124
life_11000,11
life_11000,3
life_11000,6
life_11000,88
life_11000,26
life_11000,3
life_11000,1
life_11000,2
life_11000,8
life_11000,3
life_11000,1
life_11000,1
life_11000,68
life_11000,77
life_11000,70
life_11000,78
life_11000,2
life_11000,3
life_11000,11
life_11000,14
life_11000,7
life_11000,3
life_11000,1
life_11000,1
life_11000,63
life_11000,1
life_11000,70
life_11000,63
life_11000,46
life_11000,24
life_11000,1
life_11000,78
life_11000,2
life_11000,2
life_11000,4
life_11000,38
life_11000,6
life_11000,55
life_11000,11
life_11000,141
life_11000,58
life_11000,2
life_11000,2
life_11000,1
life_11000,28
life_11000,1
life_11000,7
life_11000,2
life_11000,52
life_11000,13
life_11000,7
life_11000,70
life_11000,16
life_11000,54
life_11000,1
life_11000,25
life_11000,1
life_11000,21
life_11000,38
life_11000,69
life_11000,17
life_11000,26
life_11000,4
life_11000,43
life_11000,5
life_11000,3
life_11000,3
life_11000,13
life_11000,6
life_11000,1
life_11000,70
life_11000,118
life_11000,43
life_11000,1
life_11000,7
life_11000,12
life_11000,1
life_11000,78
life_11000,60
life_11000,20
life_11000,38
life_11000,12
life_11000,10
life_11000,89
life_11000,1
life_11000,22
life_11000,21
life_11000,1
life_11000,6
life_11000,61
life_11000,9
life_11000,37
life_11000,8
life_11000,57
life_11000,26
life_11000,39
life_11000,11
life_11000,12
life_11000,165
life_11000,1
life_11000,20
life_11000,15
life_11000,5
life_11000,24
life_11000,30
life_11000,34
life_11000,1
life_11000,17
life_11000,13
life_11000,63
life_11000,3
life_11000,2
life_11000,1
life_11000,3
life_11000,3
life_11000,130
life_11000,11
life_11000,1
life_11000,1
life_11000,82
life_11000,1
life_11000,66
life_11000,2
life_11000,30
life_11000,42
life_11000,3
life_11000,5
life_11000,1
life_11000,14
life_11000,11
life_11000,167
life_11000,52
life_11000,26
life_11000,1
life_11000,36
life_11000,33
life_11000,38
life_11000,42
life_11000,2
life_11000,3
life_11000,63
life_11000,8
life_11000,122
life_11000,1
life_11000,14
life_11000,1
life_11000,15
life_11000,1
life_11000,4
life_11000,1
life_11000,1
life_11000,32
life_11000,28
life_11000,36
life_11000,21
life_11000,52
life_11000,62
life_11000,14
life_11000,11
life_11000,1
life_11000,33
life_11000,1
life_11000,28
life_11000,46
life_11000,5
life_11000,11
life_11000,46
life_11000,90
life_11000,1
life_11000,10
life_11000,17
life_11000,24
life_11000,85
life_11000,1
life_11000,1
life_11000,3
life_11000,28
life_11000,55
life_11000,21
life_11000,1
life_11000,12
life_11000,52
life_11000,3
life_11000,29
life_11000,19
life_11000,1
life_11000,16
life_11000,22
life_11000,3
life_11000,7
life_11000,36
life_11000,5
life_11000,70
life_11000,14
life_11000,44
life_11000,27
life_11000,50
life_11000,1
life_11000,6
life_11000,7
life_11000,42
life_11000,15
life_11000,15
life_11000,7
life_11000,59
life_11000,12
life_11000,14
life_11000,3
life_11000,7
life_11000,7
life_11000,1
life_11000,34
life_11000,3
life_11000,38
life_11000,83
life_11000,83
life_11000,38
life_11000,16
life_11000,38
life_11000,66
life_11000,82
life_11000,6
life_11000,22
life_11000,6
life_11000,17
life_11000,12
life_11000,55
life_11000,24
life_11000,1
life_11000,3
life_11000,4
life_11000,3
life_11000,3
life_11000,2
life_11000,2
life_11000,45
life_11000,49
life_11000,63
life_11000,1
life_11000,1
life_11000,24
life_11000,3
life_11000,1
life_11000,50
life_11000,49
life_11000,51
life_11000,1
life_11000,1
life_11000,6
life_11000,7
life_11000,68
life_11000,137
life_11000,1
life_11000,139
life_11000,24
life_11000,68
life_11000,40
life_11000,1
life_11000,8
life_11000,3
life_11000,3
life_11000,3
life_11000,5
life_11000,4
life_11000,12
life_11000,58
life_11000,20
life_11000,7
life_11000,1
life_11000,2
life_11000,2
life_11000,127
life_11000,23
life_11000,7
life_11000,17
life_11000,8
life_11000,26
life_11000,1
life_11000,29
life_11000,8
life_11000,2
life_11000,4
life_11000,4
life_11000,88
life_11000,6
life_11000,2
life_11000,2
life_11000,3
life_11000,37
life_11000,6
life_11000,150
life_11000,13
life_11000,10
life_11000,45
life_11000,7
life_11000,12
life_11000,31
life_11000,2
life_11000,2
life_11000,7
life_11000,3
life_11000,3
life_11000,44
life_11000,66
life_11000,5
life_11000,87
life_11000,3
life_11000,3
life_11000,77
life_11000,12
life_11000,18
life_11000,1
life_11000,7
life_11000,20
life_11000,4
life_11000,8
life_11000,19
life_11000,22
life_11000,6
life_11000,11
life_11000,8
life_11000,21
life_11000,7
life_11000,51
life_11000,2
life_11000,4
life_11000,9
life_11000,111
life_11000,12
life_11000,46
life_11000,31
life_11000,14
life_11000,32
life_11000,3
life_11000,16
life_11000,22
life_11000,1
life_11000,3
life_11000,3
life_11000,17
life_11000,9
life_11000,14
life_11000,1
life_11000,39
life_11000,26
life_11000,66
life_11000,1
life_11000,1
life_11000,14
life_11000,27
life_11000,11
life_11000,12
life_11000,11
life_11000,6
life_11000,7
life_11000,11
life_11000,27
life_11000,1
life_11000,3
life_11000,8
life_11000,8
life_11000,1
life_11000,60
life_11000,12
life_11000,113
life_11000,55
life_11000,5
life_11000,4
life_11000,6
life_11000,1
life_11000,9
life_11000,6
life_11000,25
life_11000,6
life_11000,5
life_11000,5
life_11000,1
life_11000,10
life_11000,7
life_11000,5
life_11000,7
life_11000,108
life_11000,2
life_11000,3
life_11000,3
life_11000,32
life_11000,1
life_11000,12
life_11000,2
life_11000,71
life_11000,7
life_11000,1
life_11000,1
life_11000,165
life_11000,7
life_11000,4
life_11000,70
life_11000,16
life_11000,3
life_11000,10
life_11000,21
life_11000,1
life_11000,21
life_11000,14
life_11000,13
life_11000,1
life_11000,2
life_11000,30
life_11000,3
life_11000,19
life_11000,124
