treatment,size
distort_40,38
distort_40,1
distort_40,57
distort_40,1
distort_40,23
distort_40,1
distort_40,21
distort_40,3
distort_40,70
distort_40,87
distort_40,4
distort_40,7
distort_40,2
distort_40,43
distort_40,28
distort_40,24
distort_40,4
distort_40,16
distort_40,65
distort_40,50
distort_40,38
distort_40,13
distort_40,20
distort_40,21
distort_40,78
distort_40,56
distort_40,1
distort_40,67
distort_40,39
distort_40,81
distort_40,124
distort_40,20
distort_40,11
distort_40,1
distort_40,68
distort_40,60
distort_40,3
distort_40,7
distort_40,4
distort_40,9
distort_40,40
distort_40,1
distort_40,9
distort_40,13
distort_40,55
distort_40,3
distort_40,18
distort_40,26
distort_40,37
distort_40,47
distort_40,181
distort_40,38
distort_40,1
distort_40,39
distort_40,50
distort_40,11
distort_40,19
distort_40,120
distort_40,30
distort_40,45
distort_40,2
distort_40,31
distort_40,25
distort_40,19
distort_40,26
distort_40,7
distort_40,6
distort_40,6
distort_40,9
distort_40,71
distort_40,3
distort_40,92
distort_40,73
distort_40,62
distort_40,26
distort_40,1
distort_40,14
distort_40,14
distort_40,1
distort_40,3
distort_40,3
distort_40,24
distort_40,15
distort_40,47
distort_40,25
distort_40,139
distort_40,11
distort_40,30
distort_40,7
distort_40,5
distort_40,3
distort_40,22
distort_40,14
distort_40,65
distort_40,55
distort_40,38
distort_40,11
distort_40,137
distort_40,1
distort_40,61
distort_40,3
distort_40,3
distort_40,3
distort_40,144
distort_40,4
distort_40,11
distort_40,3
distort_40,5
distort_40,10
distort_40,15
distort_50,133
distort_50,24
distort_50,1
distort_50,44
distort_50,35
distort_50,14
distort_50,12
distort_50,130
distort_50,1
distort_50,6
distort_50,118
distort_50,1
distort_50,13
distort_50,12
distort_50,86
distort_50,8
distort_50,1
distort_50,36
distort_50,31
distort_50,15
distort_50,62
distort_50,17
distort_50,135
distort_50,40
distort_50,94
distort_50,7
distort_50,1
distort_50,2
distort_50,3
distort_50,1
distort_50,17
distort_50,6
distort_50,1
distort_50,2
distort_50,1
distort_50,1
distort_50,12
distort_50,1
distort_50,71
distort_50,2
distort_50,3
distort_50,316
distort_50,1
distort_50,20
distort_50,6
distort_50,4
distort_50,3
distort_50,2
distort_50,43
distort_50,176
distort_50,1
distort_50,43
distort_50,1
distort_50,4
distort_50,21
distort_50,8
distort_50,34
distort_50,15
distort_50,72
distort_50,3
distort_50,5
distort_50,7
distort_50,10
distort_50,196
distort_50,60
distort_50,1
distort_50,20
distort_50,52
distort_50,49
distort_50,1
distort_50,3
distort_50,1
distort_50,1
distort_50,3
distort_50,9
distort_50,1
distort_50,2
distort_50,1
distort_50,164
distort_50,35
distort_50,3
distort_50,1
distort_50,15
distort_50,33
distort_50,13
distort_50,3
distort_50,1
distort_50,7
distort_50,15
distort_50,3
distort_50,3
distort_50,1
distort_50,1
distort_50,17
distort_50,23
distort_50,15
distort_50,13
distort_50,30
distort_50,4
distort_50,100
distort_50,73
distort_50,110
distort_50,36
distort_50,1
distort_50,35
distort_50,32
distort_50,13
distort_50,132
distort_50,45
distort_50,8
distort_50,46
distort_50,5
distort_50,26
distort_50,7
distort_50,39
distort_50,15
distort_50,1
distort_50,10
distort_50,23
distort_50,43
distort_50,167
distort_50,20
distort_50,43
distort_50,30
distort_50,1
distort_50,28
distort_50,1
distort_50,15
distort_50,3
distort_50,78
distort_50,3
distort_50,5
distort_50,5
distort_50,1
distort_50,173
distort_50,48
distort_50,1
distort_50,9
distort_50,27
distort_50,1
distort_50,14
distort_50,2
distort_50,3
distort_50,43
distort_50,30
distort_50,39
distort_50,4
distort_50,3
distort_50,3
distort_50,1
distort_50,75
distort_50,11
distort_50,11
distort_50,3
distort_50,2
distort_50,7
distort_50,18
distort_50,72
distort_50,80
distort_50,2
distort_50,3
distort_50,4
distort_50,11
distort_50,1
distort_50,99
distort_50,133
distort_50,90
distort_50,1
distort_50,38
distort_50,2
distort_50,15
distort_50,6
distort_50,18
distort_50,1
distort_50,11
distort_50,2
distort_50,63
distort_50,1
distort_50,11
distort_50,6
distort_50,1
distort_50,1
distort_50,113
distort_50,2
distort_50,3
distort_50,1
distort_50,3
distort_50,77
distort_50,1
distort_50,36
distort_50,20
distort_50,144
distort_50,68
distort_50,11
distort_50,1
distort_50,25
distort_50,12
distort_50,45
distort_50,35
distort_50,7
distort_50,105
distort_50,2
distort_50,1
distort_50,21
distort_50,4
distort_50,3
distort_50,15
distort_50,9
distort_50,35
distort_50,1
distort_50,199
distort_50,6
distort_50,51
distort_50,62
distort_50,6
distort_50,1
distort_50,22
distort_50,1
distort_50,4
distort_50,42
distort_50,3
distort_50,3
distort_50,167
distort_50,40
distort_50,29
distort_50,3
distort_50,1
distort_50,5
distort_50,24
distort_50,1
distort_50,3
distort_50,38
distort_50,47
distort_50,39
distort_50,3
distort_50,164
distort_50,31
distort_50,1
distort_50,32
distort_50,51
distort_50,11
distort_50,22
distort_50,25
distort_50,7
distort_50,2
distort_50,3
distort_50,4
distort_50,10
distort_50,6
distort_50,1
distort_50,11
distort_50,6
distort_50,12
distort_50,1
distort_50,154
distort_50,1
distort_50,14
distort_50,92
distort_50,7
distort_50,42
distort_50,1
distort_50,12
distort_50,34
distort_50,5
distort_50,2
distort_50,36
distort_50,187
distort_50,50
distort_50,5
distort_50,7
distort_50,13
distort_50,27
distort_50,12
distort_50,24
distort_50,9
distort_50,6
distort_50,23
distort_50,1
distort_50,7
distort_50,1
distort_50,20
distort_50,1
distort_50,7
distort_50,1
distort_50,79
distort_50,85
distort_50,78
distort_50,23
distort_50,67
distort_50,36
distort_50,31
distort_50,41
distort_50,65
distort_50,19
distort_50,1
distort_50,52
distort_50,63
distort_50,1
distort_50,33
distort_50,15
distort_50,34
distort_50,73
distort_50,3
distort_50,244
distort_50,20
distort_50,4
distort_50,7
distort_50,1
distort_50,12
distort_50,100
distort_50,1
distort_50,6
distort_50,5
distort_50,174
distort_50,1
distort_50,2
distort_50,12
distort_50,12
distort_50,7
distort_50,7
distort_50,18
distort_50,6
distort_50,96
distort_50,14
distort_50,3
distort_50,2
distort_50,41
distort_50,2
distort_50,3
distort_50,201
distort_50,26
distort_50,5
distort_50,22
distort_50,5
distort_50,27
distort_50,89
distort_50,17
distort_50,4
distort_50,4
distort_50,147
distort_50,30
distort_50,1
distort_50,23
distort_50,119
distort_50,20
distort_50,11
distort_50,12
distort_50,2
distort_50,1
distort_50,5
distort_50,3
distort_50,15
distort_50,11
distort_50,145
distort_50,43
distort_50,2
distort_50,3
distort_50,1
distort_50,6
distort_50,14
distort_50,3
distort_50,2
distort_50,7
distort_50,8
distort_50,6
distort_50,4
distort_50,6
distort_50,89
distort_50,3
distort_50,3
distort_50,14
distort_50,40
distort_50,1
distort_50,177
distort_50,36
distort_50,1
distort_50,44
distort_50,29
distort_50,6
distort_50,15
distort_50,41
distort_50,1
distort_50,13
distort_50,37
distort_50,159
distort_50,124
distort_50,1
distort_50,20
distort_50,13
distort_50,13
distort_50,3
distort_50,10
distort_50,22
distort_50,13
distort_50,22
distort_50,204
distort_50,95
distort_50,18
distort_50,9
distort_50,20
distort_50,20
distort_50,17
distort_50,14
distort_50,1
distort_50,2
distort_50,196
distort_50,106
distort_50,5
distort_50,1
distort_50,24
distort_50,14
distort_50,1
distort_50,33
distort_50,5
distort_50,12
distort_50,3
distort_50,176
distort_50,17
distort_50,14
distort_50,1
distort_50,14
distort_50,11
distort_50,60
distort_50,7
distort_50,14
distort_50,3
distort_50,6
distort_50,6
distort_50,5
distort_50,22
distort_50,44
distort_50,106
distort_50,17
distort_50,19
distort_50,8
distort_50,1
distort_50,6
distort_50,13
distort_50,13
distort_50,2
distort_50,1
distort_50,20
distort_50,20
distort_50,98
distort_50,8
distort_50,29
distort_50,1
distort_50,12
distort_50,26
distort_50,146
distort_50,1
distort_50,101
distort_50,46
distort_50,70
distort_50,1
distort_50,17
distort_50,18
distort_50,167
distort_50,21
distort_50,4
distort_50,95
distort_50,46
distort_50,46
distort_50,5
distort_50,1
distort_50,1
distort_50,14
distort_50,176
distort_50,104
distort_50,73
distort_50,5
distort_50,2
distort_50,25
distort_50,15
distort_50,102
distort_50,6
distort_50,105
distort_50,7
distort_50,35
distort_50,12
distort_50,5
distort_50,7
distort_50,7
distort_50,113
distort_50,1
distort_50,1
distort_50,108
distort_50,40
distort_50,63
distort_50,82
distort_50,42
distort_50,23
distort_50,26
distort_50,1
distort_50,6
distort_50,7
distort_50,1
distort_50,120
distort_50,1
distort_50,15
distort_50,1
distort_50,3
distort_50,12
distort_50,1
distort_50,76
distort_50,2
distort_50,7
distort_50,10
distort_50,31
distort_50,13
distort_50,13
distort_50,23
distort_50,6
distort_50,38
distort_50,5
distort_50,7
distort_50,9
distort_50,7
distort_50,1
distort_50,17
distort_50,6
distort_50,10
distort_50,3
distort_50,1
distort_50,4
distort_50,6
distort_50,7
distort_50,15
distort_50,81
distort_50,65
distort_50,4
distort_50,43
distort_50,100
distort_50,7
distort_50,7
distort_50,13
distort_50,3
distort_50,7
distort_50,164
distort_50,21
distort_50,41
distort_50,35
distort_50,1
distort_50,7
distort_50,3
distort_50,4
distort_50,1
distort_50,39
distort_50,5
distort_50,4
distort_50,74
distort_50,1
distort_50,147
distort_50,6
distort_50,7
distort_50,6
distort_50,87
distort_50,22
distort_50,21
distort_50,8
distort_50,4
distort_50,2
distort_50,84
distort_50,3
distort_50,1
distort_50,1
distort_50,1
distort_50,163
distort_50,1
distort_50,12
distort_50,80
distort_50,12
distort_50,6
distort_50,23
distort_50,3
distort_50,12
distort_50,1
distort_50,22
distort_50,2
distort_50,26
distort_50,8
distort_50,29
distort_50,222
distort_50,12
distort_50,106
distort_50,13
distort_50,4
distort_50,20
distort_50,17
distort_50,1
distort_50,1
distort_50,2
distort_50,2
distort_50,179
distort_50,17
distort_50,25
distort_50,28
distort_50,4
distort_50,41
distort_50,105
distort_50,1
distort_50,248
distort_50,39
distort_50,1
distort_50,1
distort_50,27
distort_50,36
distort_50,48
distort_50,151
distort_50,22
distort_50,6
distort_50,89
distort_50,1
distort_50,64
distort_50,14
distort_50,4
distort_50,7
distort_50,28
distort_50,11
distort_50,3
distort_50,119
distort_50,21
distort_50,1
distort_50,21
distort_50,1
distort_50,5
distort_50,100
distort_50,7
distort_50,7
distort_50,1
distort_50,6
distort_50,48
distort_50,24
distort_50,39
distort_50,111
distort_50,114
distort_50,13
distort_50,14
distort_50,1
distort_50,50
distort_50,32
distort_50,65
distort_50,164
distort_50,117
distort_50,1
distort_50,5
distort_50,1
distort_50,6
distort_50,23
distort_50,13
distort_50,12
distort_50,3
distort_50,21
distort_50,3
distort_50,1
distort_50,26
distort_50,2
distort_50,2
distort_50,217
distort_50,44
distort_50,11
distort_50,9
distort_50,23
distort_50,6
distort_50,62
distort_50,9
distort_50,18
distort_50,1
distort_50,97
distort_50,8
distort_50,12
distort_50,2
distort_50,6
distort_50,3
distort_50,5
distort_50,2
distort_50,40
distort_50,6
distort_50,2
distort_50,9
distort_50,7
distort_50,88
distort_50,10
distort_50,3
distort_50,4
distort_50,25
distort_50,7
distort_50,2
distort_50,1
distort_50,59
distort_50,2
distort_50,91
distort_50,44
distort_50,73
distort_50,8
distort_50,6
distort_50,5
distort_50,24
distort_50,13
distort_50,10
distort_50,1
distort_50,1
distort_50,44
distort_50,31
distort_50,21
distort_50,16
distort_50,12
distort_50,165
distort_50,40
distort_50,11
distort_50,11
distort_50,27
distort_50,8
distort_50,42
distort_50,67
distort_50,3
distort_50,1
distort_50,3
distort_50,22
distort_50,143
distort_50,1
distort_50,6
distort_50,12
distort_50,1
distort_50,10
distort_50,100
distort_50,20
distort_50,3
distort_50,5
distort_50,72
distort_50,1
distort_50,4
distort_50,22
distort_50,53
distort_50,12
distort_50,2
distort_50,2
distort_50,7
distort_50,3
distort_50,1
distort_50,1
distort_50,3
distort_50,11
distort_50,3
distort_50,95
distort_50,3
distort_50,21
distort_50,8
distort_50,15
distort_50,4
distort_50,8
distort_50,26
distort_50,52
distort_50,1
distort_50,11
distort_50,42
distort_50,10
distort_50,6
distort_50,187
distort_50,5
distort_50,82
distort_50,29
distort_50,13
distort_50,1
distort_50,4
distort_50,21
distort_50,18
distort_50,12
distort_50,13
distort_50,7
distort_50,1
distort_50,3
distort_50,1
distort_50,2
distort_50,1
distort_50,86
distort_50,61
distort_50,62
distort_50,3
distort_50,6
distort_50,12
distort_50,4
distort_50,3
distort_50,27
distort_50,94
distort_50,2
distort_50,13
distort_50,3
distort_50,15
distort_50,3
distort_50,6
distort_50,120
distort_50,1
distort_50,10
distort_50,40
distort_50,1
distort_50,33
distort_50,8
distort_50,3
distort_50,29
distort_50,7
distort_50,7
distort_50,93
distort_50,1
distort_50,4
distort_50,24
distort_50,8
distort_50,11
distort_50,142
distort_50,13
distort_50,13
distort_50,26
distort_50,1
distort_50,16
distort_50,28
distort_50,39
distort_50,18
distort_50,24
distort_50,12
distort_50,68
distort_50,165
distort_50,41
distort_50,4
distort_50,13
distort_50,3
distort_50,11
distort_50,84
distort_50,12
distort_50,3
distort_50,32
distort_50,3
distort_50,14
distort_50,7
distort_50,1
distort_50,7
distort_50,161
distort_50,22
distort_50,11
distort_50,21
distort_50,24
distort_50,11
distort_50,13
distort_50,12
distort_50,1
distort_50,33
distort_50,19
distort_50,6
distort_50,64
distort_50,2
distort_50,51
distort_50,40
distort_50,24
distort_50,20
distort_50,44
distort_50,24
distort_50,2
distort_50,6
distort_50,11
distort_50,1
distort_50,5
distort_50,2
distort_50,90
distort_50,68
distort_50,6
distort_50,6
distort_50,104
distort_50,4
distort_50,129
distort_50,7
distort_50,3
distort_50,1
distort_50,61
distort_50,4
distort_50,45
distort_50,7
distort_50,18
distort_50,10
distort_50,7
distort_50,129
distort_50,24
distort_50,6
distort_50,13
distort_50,12
distort_50,9
distort_50,18
distort_50,20
distort_50,8
distort_50,76
distort_50,5
distort_50,35
distort_50,1
distort_50,2
distort_50,22
distort_50,20
distort_50,1
distort_50,102
distort_50,106
distort_50,66
distort_50,1
distort_50,34
distort_50,1
distort_50,57
distort_50,28
distort_50,4
distort_50,68
distort_50,3
distort_50,2
distort_50,1
distort_50,1
distort_50,1
distort_50,1
distort_50,81
distort_50,125
distort_50,49
distort_50,28
distort_50,2
distort_50,16
distort_50,7
distort_50,15
distort_50,1
distort_50,23
distort_50,54
distort_50,109
distort_50,92
distort_50,97
distort_50,17
distort_50,1
distort_50,3
distort_50,3
distort_50,1
distort_50,1
distort_50,20
distort_50,25
distort_50,37
distort_50,56
distort_50,102
distort_50,54
distort_50,2
distort_50,58
distort_50,16
distort_50,28
distort_50,50
distort_50,148
distort_50,98
distort_50,92
distort_50,12
distort_50,155
distort_50,53
distort_50,18
distort_50,4
distort_50,21
distort_50,4
distort_50,49
distort_50,46
distort_50,50
distort_50,260
distort_50,44
distort_50,77
distort_50,121
distort_50,104
distort_50,29
distort_50,1
distort_50,14
distort_50,8
distort_50,4
distort_50,40
distort_50,11
distort_50,1
distort_50,1
distort_50,18
distort_50,1
distort_50,21
distort_50,5
distort_50,3
distort_50,6
distort_50,12
distort_50,175
distort_50,36
distort_50,53
distort_50,1
distort_50,1
distort_50,5
distort_50,10
distort_50,1
distort_50,30
distort_50,39
distort_50,15
distort_50,21
distort_50,3
distort_50,10
distort_50,165
distort_50,10
distort_50,7
distort_50,7
distort_50,12
distort_50,91
distort_50,11
distort_50,14
distort_50,8
distort_50,2
distort_50,14
distort_50,29
distort_50,3
distort_50,1
distort_50,12
distort_50,1
distort_50,4
distort_50,2
distort_50,7
distort_50,113
distort_50,25
distort_50,17
distort_50,1
distort_50,2
distort_50,3
distort_50,14
distort_50,1
distort_50,12
distort_50,37
distort_50,6
distort_50,4
distort_50,26
distort_50,12
distort_50,38
distort_50,6
distort_50,14
distort_50,58
distort_50,4
distort_50,7
distort_50,173
distort_50,7
distort_50,1
distort_50,2
distort_50,41
distort_50,1
distort_50,5
distort_50,17
distort_50,7
distort_50,20
distort_50,1
distort_50,12
distort_50,1
distort_50,13
distort_50,14
distort_50,1
distort_50,3
distort_50,3
distort_50,1
distort_50,6
distort_50,15
distort_50,10
distort_50,1
distort_50,11
distort_50,1
distort_50,8
distort_50,5
distort_50,19
distort_50,1
distort_50,27
distort_50,1
distort_50,26
distort_50,12
distort_50,4
distort_50,21
distort_50,22
distort_50,6
distort_50,1
distort_50,51
distort_50,72
distort_50,121
distort_50,3
distort_50,3
distort_50,6
distort_50,1
distort_50,1
distort_50,1
distort_50,21
distort_50,61
distort_50,8
distort_50,2
distort_50,40
distort_50,33
distort_50,25
distort_50,27
distort_50,95
distort_50,3
distort_50,14
distort_50,12
distort_50,29
distort_50,7
distort_50,1
distort_50,28
distort_50,1
distort_50,14
distort_50,170
distort_50,1
distort_50,123
distort_50,14
distort_50,12
distort_50,7
distort_50,7
distort_50,7
distort_50,1
distort_50,6
distort_50,15
distort_50,13
distort_50,5
distort_50,7
distort_50,12
distort_50,164
distort_50,1
distort_50,8
distort_50,1
distort_50,3
distort_50,23
distort_50,55
distort_50,17
distort_50,15
distort_50,19
distort_50,11
distort_50,37
distort_50,3
distort_50,43
distort_50,139
distort_50,59
distort_50,47
distort_50,1
distort_50,15
distort_50,1
distort_50,17
distort_50,7
distort_50,1
distort_50,100
distort_50,1
distort_50,12
distort_50,49
distort_50,42
distort_50,21
distort_50,55
distort_50,8
distort_50,12
distort_50,82
distort_50,1
distort_50,123
distort_50,7
distort_50,161
distort_50,1
distort_50,3
distort_50,2
distort_50,13
distort_50,30
distort_50,11
distort_50,57
distort_50,1
distort_50,24
distort_50,58
distort_50,1
distort_50,38
distort_50,183
distort_50,37
distort_50,1
distort_50,28
distort_50,3
distort_50,51
distort_50,14
distort_50,3
distort_50,22
distort_50,25
distort_50,14
distort_50,173
distort_50,8
distort_50,10
distort_50,1
distort_50,28
distort_50,5
distort_50,11
distort_50,115
distort_50,1
distort_50,9
distort_50,5
distort_50,3
distort_50,20
distort_50,5
distort_50,3
distort_50,3
distort_50,240
distort_50,107
distort_50,52
distort_50,22
distort_50,20
distort_50,105
distort_50,3
distort_50,12
distort_50,2
distort_50,3
distort_50,14
distort_50,68
distort_50,69
distort_50,5
distort_50,19
distort_50,6
distort_50,42
distort_50,103
distort_50,48
distort_50,11
distort_50,113
distort_50,1
distort_50,8
distort_50,72
distort_50,2
distort_50,74
distort_50,3
distort_50,8
distort_50,24
distort_50,115
distort_50,45
distort_50,3
distort_50,76
distort_50,24
distort_50,26
distort_50,1
distort_50,1
distort_50,132
distort_50,4
distort_50,1
distort_50,11
distort_50,1
distort_50,15
distort_50,13
distort_50,11
distort_50,15
distort_50,1
distort_50,6
distort_50,11
distort_50,14
distort_50,1
distort_50,69
distort_50,24
distort_50,10
distort_50,2
distort_50,3
distort_50,13
distort_50,15
distort_50,3
distort_50,16
distort_50,1
distort_50,4
distort_50,4
distort_50,272
distort_50,29
distort_50,4
distort_50,1
distort_50,16
distort_50,8
distort_50,6
distort_50,34
distort_50,1
distort_50,3
distort_50,6
distort_50,20
distort_50,214
distort_50,9
distort_50,14
distort_50,117
distort_50,14
distort_50,2
distort_50,21
distort_50,6
distort_50,3
distort_50,79
distort_50,72
distort_50,39
distort_50,1
distort_50,14
distort_50,1
distort_50,53
distort_50,12
distort_50,1
distort_50,14
distort_50,6
distort_50,2
distort_50,11
distort_50,3
distort_50,16
distort_50,7
distort_50,7
distort_50,3
distort_50,1
distort_50,1
distort_50,2
distort_50,27
distort_50,18
distort_50,5
distort_50,3
distort_50,2
distort_50,1
distort_50,111
distort_50,26
distort_50,133
distort_50,95
distort_50,33
distort_50,1
distort_50,2
distort_50,6
distort_50,10
distort_50,7
distort_50,12
distort_50,12
distort_50,11
distort_50,3
distort_50,4
distort_50,7
distort_50,54
distort_50,6
distort_50,69
distort_50,58
distort_50,3
distort_50,26
distort_50,105
distort_50,5
distort_50,187
distort_50,4
distort_50,1
distort_50,7
distort_50,7
distort_50,6
distort_50,1
distort_50,6
distort_50,8
distort_50,3
distort_50,7
distort_50,62
distort_50,5
distort_50,43
distort_50,2
distort_50,51
distort_50,127
distort_50,1
distort_50,17
distort_50,4
distort_50,15
distort_50,3
distort_50,41
distort_50,50
distort_50,75
distort_50,3
distort_50,64
distort_50,38
distort_50,28
distort_50,37
distort_50,1
distort_50,21
distort_50,46
distort_50,3
distort_50,11
distort_50,5
distort_50,57
distort_50,58
distort_50,92
distort_50,3
distort_50,191
distort_50,9
distort_50,40
distort_50,5
distort_50,1
distort_50,4
distort_50,6
distort_50,21
distort_50,22
distort_50,56
distort_50,3
distort_50,5
distort_50,1
distort_50,1
distort_50,2
distort_50,3
distort_50,4
distort_50,4
distort_50,21
distort_50,1
distort_60,103
distort_60,66
distort_60,7
distort_60,19
distort_60,1
distort_60,13
distort_60,45
distort_60,26
distort_60,7
distort_60,6
distort_60,57
distort_60,37
distort_60,13
distort_60,170
distort_60,20
distort_60,3
distort_60,1
distort_60,23
distort_60,2
distort_60,3
distort_60,11
distort_60,101
distort_60,1
distort_60,1
distort_60,1
distort_60,2
distort_60,4
distort_60,11
distort_60,3
distort_60,3
distort_60,14
distort_60,2
distort_60,13
distort_60,1
distort_60,10
distort_60,127
distort_60,11
distort_60,25
distort_60,3
distort_60,30
distort_60,1
distort_60,34
distort_60,68
distort_60,6
distort_60,75
distort_60,3
distort_60,2
distort_60,3
distort_60,7
distort_60,1
distort_60,3
distort_60,1
distort_60,223
distort_60,49
distort_60,12
distort_60,22
distort_60,54
distort_60,9
distort_60,4
distort_60,19
distort_60,8
distort_60,182
distort_60,11
distort_60,52
distort_60,127
distort_60,4
distort_60,3
distort_60,3
distort_60,18
distort_60,184
distort_60,6
distort_60,6
distort_60,10
distort_60,1
distort_60,34
distort_60,18
distort_60,4
distort_60,4
distort_60,9
distort_60,3
distort_60,21
distort_60,3
distort_60,58
distort_60,2
distort_60,3
distort_60,34
distort_60,145
distort_60,31
distort_60,1
distort_60,6
distort_60,65
distort_60,3
distort_60,26
distort_60,4
distort_60,8
distort_60,36
distort_60,29
distort_60,1
distort_60,1
distort_60,1
distort_60,1
distort_60,1
distort_60,3
distort_60,36
distort_60,1
distort_60,1
distort_60,136
distort_60,33
distort_60,1
distort_60,3
distort_60,47
distort_60,4
distort_60,33
distort_60,21
distort_60,82
distort_60,17
distort_60,23
distort_60,1
distort_60,98
distort_60,69
distort_60,6
distort_60,6
distort_60,126
distort_60,94
distort_60,75
distort_60,1
distort_60,13
distort_60,45
distort_60,36
distort_60,3
distort_60,3
distort_60,22
distort_60,29
distort_60,67
distort_60,3
distort_60,1
distort_60,1
distort_60,1
distort_60,44
distort_60,23
distort_60,6
distort_60,4
distort_60,14
distort_60,1
distort_60,8
distort_60,141
distort_60,11
distort_60,9
distort_60,8
distort_60,12
distort_60,6
distort_60,1
distort_60,2
distort_60,1
distort_60,6
distort_60,29
distort_60,8
distort_60,58
distort_60,8
distort_60,100
distort_60,172
distort_60,1
distort_60,75
distort_60,1
distort_60,7
distort_60,18
distort_60,53
distort_60,61
distort_60,12
distort_60,281
distort_60,25
distort_60,1
distort_60,38
distort_60,12
distort_60,29
distort_60,205
distort_60,1
distort_60,10
distort_60,22
distort_60,13
distort_60,13
distort_60,1
distort_60,14
distort_60,4
distort_60,55
distort_60,62
distort_60,136
distort_60,1
distort_60,5
distort_60,7
distort_60,11
distort_60,12
distort_60,1
distort_60,79
distort_60,24
distort_60,16
distort_60,41
distort_60,3
distort_60,1
distort_60,1
distort_60,45
distort_60,1
distort_60,2
distort_60,1
distort_60,8
distort_60,5
distort_60,1
distort_60,116
distort_60,160
distort_60,89
distort_60,14
distort_60,20
distort_60,158
distort_60,59
distort_60,8
distort_60,5
distort_60,1
distort_60,32
distort_60,17
distort_60,1
distort_60,43
distort_60,13
distort_60,2
distort_60,57
distort_60,1
distort_60,3
distort_60,129
distort_60,14
distort_60,5
distort_60,1
distort_60,122
distort_60,6
distort_60,6
distort_60,15
distort_60,8
distort_60,12
distort_60,1
distort_60,3
distort_60,1
distort_60,1
distort_60,70
distort_60,6
distort_60,252
distort_60,26
distort_60,22
distort_60,77
distort_60,5
distort_60,1
distort_60,10
distort_60,3
distort_60,3
distort_60,1
distort_60,171
distort_60,1
distort_60,90
distort_60,6
distort_60,7
distort_60,1
distort_60,3
distort_60,81
distort_60,10
distort_60,20
distort_60,3
distort_60,7
distort_60,173
distort_60,1
distort_60,44
distort_60,31
distort_60,1
distort_60,57
distort_60,4
distort_60,48
distort_60,27
distort_60,7
distort_60,7
distort_60,151
distort_60,7
distort_60,7
distort_60,95
distort_60,50
distort_60,62
distort_60,1
distort_60,20
distort_60,7
distort_60,101
distort_60,54
distort_60,47
distort_60,3
distort_60,3
distort_60,39
distort_60,13
distort_60,17
distort_60,36
distort_60,3
distort_60,3
distort_60,11
distort_60,70
distort_60,173
distort_60,54
distort_60,1
distort_60,70
distort_60,29
distort_60,32
distort_60,19
distort_60,4
distort_60,1
distort_60,15
distort_60,1
distort_60,1
distort_60,177
distort_60,16
distort_60,68
distort_60,26
distort_60,89
distort_60,4
distort_60,3
distort_60,17
distort_60,85
distort_60,74
distort_60,81
distort_60,1
distort_60,42
distort_60,40
distort_60,77
distort_60,161
distort_60,26
distort_60,14
distort_60,1
distort_60,11
distort_60,1
distort_60,7
distort_60,76
distort_60,7
distort_60,62
distort_60,13
distort_60,1
distort_60,20
distort_60,174
distort_60,96
distort_60,85
distort_60,19
distort_60,14
distort_60,3
distort_60,213
distort_60,36
distort_60,5
distort_60,1
distort_60,16
distort_60,46
distort_60,3
distort_60,24
distort_60,46
distort_60,6
distort_60,1
distort_60,3
distort_60,256
distort_60,2
distort_60,1
distort_60,32
distort_60,39
distort_60,14
distort_60,14
distort_60,40
distort_60,2
distort_60,202
distort_60,1
distort_60,114
distort_60,2
distort_60,13
distort_60,3
distort_60,1
distort_60,7
distort_60,43
distort_60,13
distort_60,1
distort_60,109
distort_60,1
distort_60,14
distort_60,16
distort_60,43
distort_60,3
distort_60,20
distort_60,120
distort_60,6
distort_60,6
distort_60,4
distort_60,44
distort_60,14
distort_60,181
distort_60,23
distort_60,36
distort_60,71
distort_60,55
distort_60,1
distort_60,25
distort_60,4
distort_60,1
distort_60,3
distort_60,107
distort_60,6
distort_60,2
distort_60,2
distort_60,157
distort_60,98
distort_60,7
distort_60,7
distort_60,7
distort_60,3
distort_60,4
distort_60,209
distort_60,1
distort_60,4
distort_60,46
distort_60,42
distort_60,1
distort_60,12
distort_60,1
distort_60,8
distort_60,2
distort_60,8
distort_60,47
distort_60,7
distort_60,12
distort_60,107
distort_60,69
distort_60,2
distort_60,7
distort_60,95
distort_60,1
distort_60,3
distort_60,10
distort_60,4
distort_60,14
distort_60,14
distort_60,1
distort_60,1
distort_60,52
distort_60,14
distort_60,3
distort_60,1
distort_60,2
distort_60,209
distort_60,8
distort_60,11
distort_60,6
distort_60,8
distort_60,3
distort_60,7
distort_60,4
distort_60,7
distort_60,1
distort_60,3
distort_60,1
distort_60,1
distort_60,5
distort_60,88
distort_60,38
distort_60,178
distort_60,36
distort_60,1
distort_60,1
distort_60,1
distort_60,88
distort_60,40
distort_60,1
distort_60,20
distort_60,6
distort_60,1
distort_60,1
distort_60,1
distort_60,14
distort_60,11
distort_60,1
distort_60,59
distort_60,155
distort_60,52
distort_60,46
distort_60,70
distort_60,13
distort_60,4
distort_60,178
distort_60,1
distort_60,44
distort_60,37
distort_60,2
distort_60,3
distort_60,2
distort_60,13
distort_60,15
distort_60,3
distort_60,78
distort_60,20
distort_60,4
distort_60,166
distort_60,114
distort_60,2
distort_60,45
distort_60,73
distort_60,94
distort_60,5
distort_60,3
distort_60,4
distort_60,3
distort_60,1
distort_60,33
distort_60,1
distort_60,117
distort_60,1
distort_60,17
