treatment,size
distort_20,1
distort_20,16
distort_20,74
distort_20,5
distort_20,31
distort_20,58
distort_20,25
distort_20,6
distort_20,4
distort_20,8
distort_20,2
distort_20,44
distort_20,42
distort_20,2
distort_20,15
distort_20,30
distort_20,3
distort_20,51
distort_20,86
distort_20,10
distort_20,5
distort_20,52
distort_20,40
distort_20,40
distort_20,34
distort_20,6
distort_20,12
distort_20,44
distort_20,6
distort_20,49
distort_20,6
distort_20,1
distort_20,3
distort_20,1
distort_20,5
distort_20,158
distort_20,58
distort_20,31
distort_20,4
distort_20,59
distort_20,28
distort_20,4
distort_20,47
distort_20,11
distort_20,65
distort_20,45
distort_20,25
distort_20,56
distort_20,1
distort_20,34
distort_20,39
distort_20,20
distort_20,37
distort_20,22
distort_20,15
distort_20,41
distort_20,116
distort_20,54
distort_20,36
distort_20,29
distort_20,1
distort_20,13
distort_20,14
distort_20,75
distort_20,30
distort_20,3
distort_20,1
distort_20,1
distort_20,27
distort_20,127
distort_20,29
distort_20,26
distort_20,20
distort_20,2
distort_20,37
distort_20,2
distort_20,13
distort_20,1
distort_20,1
distort_20,1
distort_20,1
distort_20,38
distort_20,1
distort_20,11
distort_20,11
distort_20,1
distort_20,78
distort_20,65
distort_20,12
distort_20,10
distort_20,64
distort_20,23
distort_20,6
distort_20,22
distort_20,37
distort_20,10
distort_20,2
distort_20,20
distort_20,1
distort_20,4
distort_20,3
distort_20,27
distort_20,29
distort_20,20
distort_20,42
distort_20,2
distort_20,1
distort_20,79
distort_20,1
distort_20,8
distort_20,39
distort_20,6
distort_20,1
distort_20,43
distort_20,15
distort_20,40
distort_20,16
distort_20,7
distort_20,1
distort_20,15
distort_20,40
distort_20,41
distort_20,48
distort_20,133
distort_20,3
distort_20,3
distort_20,27
distort_20,5
distort_20,8
distort_20,1
distort_20,11
distort_20,88
distort_20,13
distort_20,2
distort_20,13
distort_20,14
distort_20,6
distort_20,37
distort_20,4
distort_20,15
distort_20,5
distort_20,12
distort_20,131
distort_20,14
distort_20,63
distort_20,7
distort_20,101
distort_20,2
distort_20,1
distort_20,2
distort_20,17
distort_20,2
distort_20,1
distort_20,1
distort_20,15
distort_20,3
distort_20,27
distort_20,13
distort_20,151
distort_20,76
distort_20,71
distort_20,30
distort_20,4
distort_20,44
distort_20,3
distort_20,1
distort_20,13
distort_20,3
distort_20,3
distort_20,1
distort_20,42
distort_20,91
distort_20,53
distort_20,23
distort_20,14
distort_20,28
distort_20,26
distort_20,4
distort_20,45
distort_20,74
distort_20,118
distort_20,76
distort_20,8
distort_20,31
distort_20,96
distort_20,9
distort_20,10
distort_20,1
distort_20,2
distort_20,49
distort_20,126
distort_20,6
distort_20,53
distort_20,25
distort_20,48
distort_20,41
distort_20,51
distort_20,2
distort_20,1
distort_20,1
distort_20,29
distort_20,17
distort_20,53
distort_20,1
distort_20,3
distort_20,66
distort_20,48
distort_20,1
distort_20,2
distort_20,1
distort_20,107
distort_20,1
distort_20,95
distort_20,37
distort_20,26
distort_20,1
distort_20,69
distort_20,15
distort_20,22
distort_20,21
distort_20,3
distort_20,3
distort_20,2
distort_20,3
distort_20,38
distort_20,19
distort_20,1
distort_20,7
distort_20,38
distort_20,43
distort_20,78
distort_20,21
distort_20,30
distort_20,9
distort_20,64
distort_20,12
distort_20,10
distort_20,3
distort_20,40
distort_20,19
distort_20,1
distort_20,70
distort_20,88
distort_20,44
distort_20,26
distort_20,1
distort_20,64
distort_20,33
distort_20,1
distort_20,54
distort_20,17
distort_20,20
distort_20,16
distort_20,36
distort_20,1
distort_20,10
distort_20,4
distort_20,14
distort_20,10
distort_20,5
distort_20,4
distort_20,101
distort_20,7
distort_20,42
distort_20,39
distort_20,79
distort_20,6
distort_20,73
distort_20,2
distort_20,1
distort_20,1
distort_20,1
distort_20,94
distort_20,1
distort_20,37
distort_20,5
distort_20,12
distort_20,3
distort_20,3
distort_20,26
distort_20,37
distort_20,47
distort_20,21
distort_20,1
distort_20,13
distort_20,8
distort_20,57
distort_20,11
distort_20,1
distort_20,14
distort_20,9
distort_20,65
distort_20,33
distort_20,1
distort_20,13
distort_20,6
distort_20,36
distort_20,5
distort_20,78
distort_20,3
distort_20,3
distort_20,31
distort_20,12
distort_20,68
distort_20,46
distort_20,140
distort_20,14
distort_20,13
distort_20,1
distort_20,44
distort_20,3
distort_20,19
distort_20,19
distort_20,91
distort_20,2
distort_20,3
distort_20,50
distort_20,1
distort_20,1
distort_20,53
distort_20,6
distort_20,11
distort_20,1
distort_20,19
distort_20,32
distort_20,33
distort_20,10
distort_20,22
distort_20,1
distort_20,8
distort_20,13
distort_20,37
distort_20,35
distort_20,69
distort_20,49
distort_20,72
distort_20,1
distort_20,38
distort_20,1
distort_20,26
distort_20,55
distort_20,54
distort_20,16
distort_20,24
distort_20,78
distort_20,1
distort_20,1
distort_20,33
distort_20,146
distort_20,38
distort_20,79
distort_20,1
distort_20,70
distort_20,2
distort_20,2
distort_20,17
distort_20,82
distort_20,74
distort_20,30
distort_20,20
distort_20,1
distort_20,44
distort_20,7
distort_20,1
distort_20,3
distort_20,25
distort_20,14
distort_20,32
distort_20,9
distort_20,58
distort_20,106
distort_20,7
distort_20,4
distort_20,28
distort_20,80
distort_20,45
distort_20,41
distort_20,28
distort_20,42
distort_20,19
distort_20,109
distort_20,14
distort_20,14
distort_20,32
distort_20,6
distort_20,38
distort_20,57
distort_20,11
distort_20,1
distort_20,7
distort_20,8
distort_20,12
distort_20,12
distort_20,79
distort_20,95
distort_20,1
distort_20,66
distort_20,85
distort_20,34
distort_20,2
distort_20,54
distort_20,1
distort_20,2
distort_20,2
distort_20,7
distort_20,7
distort_20,44
distort_20,116
distort_20,71
distort_20,16
distort_20,97
distort_20,37
distort_20,21
distort_20,40
distort_20,2
distort_20,146
distort_20,1
distort_20,10
distort_20,103
distort_20,12
distort_20,54
distort_20,6
distort_20,13
distort_20,14
distort_20,41
distort_20,107
distort_20,17
distort_20,73
distort_20,45
distort_20,12
distort_20,2
distort_20,12
distort_20,8
distort_20,3
distort_20,3
distort_20,42
distort_20,42
distort_20,1
distort_20,29
distort_20,4
distort_20,93
distort_20,41
distort_20,46
distort_20,5
distort_20,44
distort_20,1
distort_20,3
distort_20,9
distort_20,35
distort_20,59
distort_20,23
distort_20,41
distort_20,77
distort_20,1
distort_20,92
distort_20,85
distort_20,43
distort_20,64
distort_20,17
distort_20,8
distort_20,7
distort_20,1
distort_20,5
distort_20,89
distort_20,1
distort_20,28
distort_20,30
distort_20,9
distort_20,10
distort_20,26
distort_20,62
distort_20,3
distort_20,44
distort_20,53
distort_20,2
distort_20,14
distort_20,1
distort_20,1
distort_20,22
distort_20,5
distort_20,112
distort_20,26
distort_20,17
distort_20,1
distort_20,1
distort_20,38
distort_20,5
distort_20,27
distort_20,17
distort_20,20
distort_20,1
distort_20,68
distort_20,7
distort_20,7
distort_20,53
distort_20,119
distort_20,21
distort_20,14
distort_20,14
distort_20,91
distort_20,15
distort_20,1
distort_20,16
distort_20,20
distort_20,23
distort_20,8
distort_20,36
distort_20,3
distort_20,8
distort_20,11
distort_20,1
distort_20,23
distort_20,72
distort_20,61
distort_20,83
distort_20,1
distort_20,1
distort_20,66
distort_20,45
distort_20,47
distort_20,79
distort_20,1
distort_20,4
distort_20,62
distort_20,26
distort_20,31
distort_20,30
distort_20,70
distort_20,9
distort_20,17
distort_20,28
distort_20,43
distort_20,120
distort_20,17
distort_20,15
distort_20,7
distort_20,52
distort_20,101
distort_20,6
distort_20,25
distort_20,18
distort_20,16
distort_20,17
distort_20,1
distort_20,1
distort_20,1
distort_20,1
distort_20,2
distort_20,85
distort_20,25
distort_20,54
distort_20,69
distort_20,62
distort_20,64
distort_20,18
distort_20,23
distort_20,91
distort_20,1
distort_20,56
distort_20,2
distort_20,49
distort_20,37
distort_20,32
distort_20,34
distort_20,1
distort_20,3
distort_20,11
distort_20,14
distort_20,18
distort_20,27
distort_20,23
distort_20,1
distort_20,59
distort_20,60
distort_20,10
distort_20,1
distort_20,52
distort_20,2
distort_20,3
distort_20,29
distort_20,13
distort_20,1
distort_20,29
distort_20,33
distort_20,53
distort_20,9
distort_20,38
distort_20,7
distort_20,1
distort_20,1
distort_20,1
distort_20,2
distort_20,29
distort_20,77
distort_20,66
distort_20,31
distort_20,36
distort_20,53
distort_20,1
distort_20,6
distort_20,26
distort_20,1
distort_20,1
distort_20,10
distort_20,14
distort_20,3
distort_20,42
distort_20,107
distort_20,7
distort_20,10
distort_20,12
distort_20,7
distort_20,6
distort_20,4
distort_20,7
distort_20,12
distort_20,38
distort_20,7
distort_20,65
distort_20,23
distort_20,95
distort_20,117
distort_20,58
distort_20,48
distort_20,2
distort_20,15
distort_20,53
distort_20,86
distort_20,21
distort_20,120
distort_20,4
distort_20,46
distort_20,1
distort_20,15
distort_20,5
distort_20,64
distort_20,45
distort_20,1
distort_20,63
distort_20,3
distort_20,13
distort_20,13
distort_20,7
distort_20,164
distort_20,48
distort_20,1
distort_20,28
distort_20,27
distort_20,17
distort_20,57
distort_20,13
distort_20,18
distort_20,1
distort_20,26
distort_20,85
distort_20,19
distort_20,59
distort_20,26
distort_20,1
distort_20,7
distort_20,3
distort_20,74
distort_20,3
distort_20,4
distort_20,1
distort_20,1
distort_20,10
distort_20,3
distort_20,61
distort_20,11
distort_20,9
distort_20,22
distort_20,1
distort_20,74
distort_20,10
distort_20,5
distort_20,139
distort_20,91
distort_20,3
distort_20,78
distort_20,93
distort_20,19
distort_20,10
distort_20,34
distort_20,2
distort_20,7
distort_20,70
distort_20,7
distort_20,42
distort_20,12
distort_20,32
distort_20,20
distort_20,11
distort_20,3
distort_20,38
distort_20,56
distort_20,118
distort_20,1
distort_20,18
distort_20,1
distort_20,102
distort_20,23
distort_20,12
distort_20,13
distort_20,28
distort_20,1
distort_20,16
distort_20,1
distort_20,7
distort_20,3
distort_20,96
distort_20,20
distort_20,30
distort_20,1
distort_20,1
distort_20,38
distort_20,5
distort_20,6
distort_20,21
distort_20,15
distort_20,78
distort_20,18
distort_20,43
distort_20,1
distort_20,17
distort_20,10
distort_20,45
distort_20,116
distort_20,19
distort_20,7
distort_20,35
distort_20,1
distort_20,22
distort_20,36
distort_20,47
distort_20,72
distort_20,34
distort_20,12
distort_20,42
distort_20,26
distort_20,11
distort_20,21
distort_20,69
distort_20,46
distort_20,3
distort_20,3
distort_20,36
distort_20,1
distort_20,7
distort_20,7
distort_20,81
distort_20,1
distort_20,4
distort_20,23
distort_20,92
distort_20,12
distort_20,39
distort_20,58
distort_20,26
distort_20,87
distort_20,34
distort_20,1
distort_20,24
distort_20,127
distort_20,60
distort_20,26
distort_20,26
distort_20,15
distort_20,60
distort_20,54
distort_20,7
distort_20,12
distort_20,11
distort_20,1
distort_20,1
distort_20,83
distort_20,111
distort_20,5
distort_20,37
distort_20,5
distort_20,14
distort_20,51
distort_20,3
distort_20,3
distort_20,1
distort_20,28
distort_20,48
distort_20,11
distort_20,120
distort_20,24
distort_20,5
distort_20,1
distort_20,9
distort_20,59
distort_20,31
distort_20,62
distort_20,50
distort_20,3
distort_20,1
distort_20,1
distort_20,33
distort_20,1
distort_20,91
distort_20,9
distort_20,77
distort_20,22
distort_20,69
distort_20,127
distort_20,5
distort_20,29
distort_20,39
distort_20,50
distort_20,7
distort_20,10
distort_20,6
distort_20,4
distort_20,36
distort_20,50
distort_20,43
distort_20,22
distort_20,1
distort_20,8
distort_20,17
distort_20,11
distort_20,8
distort_20,6
distort_20,8
distort_20,2
distort_20,43
distort_20,103
distort_20,27
distort_20,51
distort_20,42
distort_20,2
distort_20,1
distort_20,5
distort_20,65
distort_20,14
distort_20,13
distort_20,1
distort_20,1
distort_20,49
distort_20,26
distort_20,48
distort_20,7
distort_20,4
distort_20,33
distort_20,13
distort_20,43
distort_20,12
distort_20,12
distort_20,1
distort_20,79
distort_20,7
distort_20,3
distort_20,1
distort_20,14
distort_20,3
distort_20,3
distort_20,29
distort_20,40
distort_20,46
distort_20,1
distort_20,1
distort_20,42
distort_20,63
distort_20,21
distort_20,1
distort_20,15
distort_20,11
distort_20,16
distort_20,41
distort_20,1
distort_20,14
distort_20,9
distort_20,17
distort_20,85
distort_20,64
distort_20,1
distort_20,1
distort_20,18
distort_20,18
distort_20,54
distort_20,71
distort_20,1
distort_20,4
distort_20,62
distort_20,39
distort_20,95
distort_20,3
distort_20,1
distort_20,1
distort_20,1
distort_20,1
distort_20,2
distort_20,1
distort_20,25
distort_20,1
distort_20,79
distort_20,45
distort_20,14
distort_20,46
distort_20,45
distort_20,4
distort_20,10
distort_20,17
distort_20,1
distort_20,31
distort_20,28
distort_20,14
distort_20,1
distort_20,5
distort_20,49
distort_20,11
distort_20,51
distort_20,1
distort_20,19
distort_20,15
distort_20,89
distort_20,1
distort_20,3
distort_20,29
distort_20,7
distort_20,3
distort_20,3
distort_20,35
distort_20,3
distort_20,85
distort_20,1
distort_20,6
distort_20,34
distort_20,15
distort_20,149
distort_20,55
distort_20,1
distort_20,1
distort_20,42
distort_20,3
distort_20,86
distort_20,63
distort_20,97
distort_20,70
distort_20,9
distort_20,54
distort_20,5
distort_20,7
distort_20,2
distort_20,34
distort_20,23
distort_20,1
distort_20,1
distort_20,1
distort_20,74
distort_20,1
distort_20,21
distort_20,51
distort_20,90
distort_20,19
distort_20,57
distort_20,4
distort_20,19
distort_20,4
distort_20,16
distort_20,29
distort_20,34
distort_20,77
distort_30,91
distort_30,1
distort_30,4
distort_30,32
distort_30,3
distort_30,1
distort_30,49
distort_30,20
distort_30,72
distort_30,12
distort_30,76
distort_30,31
distort_30,1
distort_30,7
distort_30,148
distort_30,5
distort_30,22
distort_30,69
distort_30,22
distort_30,34
distort_30,22
distort_30,7
distort_30,3
distort_30,6
distort_30,49
distort_30,2
distort_30,1
distort_30,1
distort_30,3
distort_30,6
distort_30,106
distort_30,6
distort_30,128
distort_30,2
distort_30,3
distort_30,2
distort_30,25
distort_30,13
distort_30,14
distort_30,6
distort_30,5
distort_30,17
distort_30,6
distort_30,6
distort_30,4
distort_30,56
distort_30,1
distort_30,147
distort_30,13
distort_30,51
distort_30,1
distort_30,45
distort_30,5
distort_30,12
distort_30,87
distort_30,1
distort_30,1
distort_30,1
distort_30,3
distort_30,1
distort_30,15
distort_30,5
distort_30,11
distort_30,1
distort_30,74
distort_30,18
distort_30,65
distort_30,2
distort_30,14
distort_30,25
distort_30,32
distort_30,67
distort_30,90
distort_30,9
distort_30,1
distort_30,2
distort_30,1
distort_30,103
distort_30,32
distort_30,7
distort_30,38
distort_30,14
distort_30,3
distort_30,4
distort_30,10
distort_30,6
distort_30,8
distort_30,2
distort_30,24
distort_30,2
distort_30,43
distort_30,36
distort_30,1
distort_30,21
distort_30,46
distort_30,91
distort_30,58
distort_30,1
distort_30,3
distort_30,64
distort_30,1
distort_30,15
distort_30,4
distort_30,34
distort_30,4
distort_30,8
distort_30,2
distort_30,3
distort_30,112
distort_30,130
distort_30,14
distort_30,26
distort_30,5
distort_30,50
distort_30,4
distort_30,3
distort_30,11
distort_30,1
distort_30,6
distort_30,142
distort_30,8
distort_30,29
distort_30,10
distort_30,14
distort_30,11
distort_30,5
distort_30,2
distort_30,9
distort_30,8
distort_30,85
distort_30,5
distort_30,6
distort_30,9
distort_30,91
distort_30,2
distort_30,93
distort_30,21
distort_30,76
distort_30,13
distort_30,7
distort_30,12
distort_30,1
distort_30,5
distort_30,7
distort_30,13
distort_30,121
distort_30,73
distort_30,7
distort_30,3
distort_30,8
distort_30,11
distort_30,1
distort_30,13
distort_30,21
distort_30,8
distort_30,90
distort_30,65
distort_30,11
distort_30,18
distort_30,7
distort_30,4
distort_30,42
distort_30,7
distort_30,4
distort_30,35
distort_30,4
distort_30,7
distort_30,1
distort_30,3
distort_30,4
distort_30,12
distort_30,78
distort_30,4
distort_30,4
distort_30,1
distort_30,1
distort_30,1
distort_30,130
distort_30,82
distort_30,10
distort_30,3
distort_30,29
distort_30,66
distort_30,8
distort_30,22
distort_30,17
distort_30,2
distort_30,12
distort_30,16
distort_30,130
distort_30,33
distort_30,4
distort_30,60
distort_30,62
distort_30,1
distort_30,7
distort_30,6
distort_30,3
distort_30,3
distort_30,14
distort_30,52
distort_30,23
distort_30,1
distort_30,1
distort_30,129
distort_30,7
distort_30,18
distort_30,7
distort_30,5
distort_30,62
distort_30,25
distort_30,5
distort_30,1
distort_30,3
distort_30,3
distort_30,3
distort_30,3
distort_30,2
distort_30,6
distort_30,41
distort_30,1
distort_30,2
distort_30,3
distort_30,10
distort_30,1
distort_30,12
distort_30,11
distort_30,13
distort_30,15
distort_30,12
distort_30,97
distort_30,49
distort_30,9
distort_30,45
distort_30,38
distort_30,10
distort_30,3
distort_30,4
distort_30,99
distort_30,3
distort_30,5
distort_30,38
distort_30,125
distort_30,43
distort_30,56
distort_30,27
distort_30,33
distort_30,1
distort_30,24
distort_30,3
distort_30,7
distort_30,1
distort_30,70
distort_30,2
distort_30,8
distort_30,1
distort_30,59
distort_30,1
distort_30,112
distort_30,91
distort_30,50
distort_30,67
distort_30,1
distort_30,3
distort_30,3
distort_30,3
distort_30,3
distort_30,3
distort_30,2
distort_30,1
distort_30,160
distort_30,10
distort_30,53
distort_30,3
distort_30,22
distort_30,43
distort_30,7
distort_30,19
distort_30,51
distort_30,27
distort_30,58
distort_30,39
distort_30,52
distort_30,69
distort_30,1
distort_30,26
distort_30,3
distort_30,85
distort_30,9
distort_30,21
distort_30,16
distort_30,10
distort_30,11
distort_30,129
distort_30,7
distort_30,2
distort_30,10
distort_30,1
distort_30,43
distort_30,7
distort_30,7
distort_30,6
distort_30,66
distort_30,37
distort_30,25
distort_30,4
distort_30,1
distort_30,35
distort_30,6
distort_30,14
distort_30,159
distort_30,10
distort_30,17
distort_30,36
distort_30,29
distort_30,8
distort_30,9
distort_30,2
distort_30,8
distort_30,3
distort_30,42
distort_30,2
distort_30,34
distort_30,4
distort_30,7
distort_30,30
distort_30,59
distort_30,28
distort_30,49
distort_30,35
distort_30,64
distort_30,47
distort_30,16
distort_30,34
distort_30,1
distort_30,67
distort_30,98
distort_30,29
distort_30,1
distort_30,7
distort_30,1
distort_30,16
distort_30,22
distort_30,44
distort_30,4
distort_30,7
distort_30,90
distort_30,29
distort_30,52
distort_30,57
distort_30,61
distort_30,58
distort_30,1
distort_30,4
distort_30,29
distort_30,26
distort_30,7
distort_30,89
distort_30,40
distort_30,28
distort_30,170
distort_30,42
distort_30,83
distort_30,47
distort_30,1
distort_30,18
distort_30,35
distort_30,4
distort_30,114
distort_30,20
distort_30,12
distort_30,88
distort_30,6
distort_30,1
distort_30,4
distort_30,2
distort_30,14
distort_30,34
distort_30,7
distort_30,1
distort_30,3
distort_30,12
distort_30,8
distort_30,35
distort_30,2
distort_30,3
distort_30,3
distort_30,3
distort_30,1
distort_30,27
distort_30,103
distort_30,18
distort_30,80
distort_30,13
distort_30,4
distort_30,8
distort_30,7
distort_30,88
distort_30,66
distort_30,3
distort_30,3
distort_30,7
distort_30,155
distort_30,4
distort_30,13
distort_30,7
distort_30,9
distort_30,1
distort_30,8
distort_30,10
distort_30,12
distort_30,7
distort_30,14
distort_30,6
distort_30,6
distort_30,6
distort_30,8
distort_30,9
distort_30,3
distort_30,21
distort_30,16
distort_30,36
distort_30,1
distort_30,18
distort_30,3
distort_30,3
distort_30,3
distort_30,3
distort_30,18
distort_30,203
distort_30,1
distort_30,44
distort_30,72
distort_30,3
distort_30,3
distort_30,6
distort_30,4
distort_30,3
distort_30,3
distort_30,5
distort_30,29
distort_30,24
distort_30,122
distort_30,6
distort_30,3
distort_30,63
distort_30,3
distort_30,1
distort_30,1
distort_30,3
distort_30,14
distort_30,1
distort_30,10
distort_30,1
distort_30,4
distort_30,3
distort_30,95
distort_30,5
distort_30,6
distort_30,59
distort_30,144
distort_30,37
distort_30,9
distort_30,14
distort_30,7
distort_30,1
distort_30,96
distort_30,64
distort_30,12
distort_30,13
distort_30,2
distort_30,1
distort_30,177
distort_30,3
distort_30,14
distort_30,3
distort_30,2
distort_30,10
distort_30,9
distort_30,48
distort_30,6
distort_30,6
distort_30,3
distort_30,15
distort_30,72
distort_30,7
distort_30,4
distort_30,4
distort_30,5
distort_30,4
distort_30,3
distort_30,3
distort_30,2
distort_30,134
distort_30,58
distort_30,36
distort_30,44
distort_30,6
distort_30,36
distort_30,21
distort_30,25
distort_30,3
distort_30,6
distort_30,8
distort_30,16
distort_30,7
distort_30,166
distort_30,4
distort_30,1
distort_30,38
distort_30,46
distort_30,29
distort_30,30
distort_30,76
distort_30,1
distort_30,1
distort_30,1
distort_30,7
distort_30,139
distort_30,1
distort_30,6
distort_30,25
distort_30,50
distort_30,11
distort_30,16
distort_30,135
distort_30,10
distort_30,7
distort_30,108
distort_30,7
distort_30,36
distort_30,53
distort_30,98
distort_30,1
distort_30,4
distort_30,3
distort_30,3
distort_30,5
distort_30,1
distort_30,13
distort_30,20
distort_30,36
distort_30,12
distort_30,161
distort_30,31
distort_30,30
distort_30,48
distort_30,12
distort_30,47
distort_30,24
distort_30,1
distort_30,3
distort_30,43
distort_30,132
distort_30,64
distort_30,13
distort_30,93
distort_30,6
distort_30,6
distort_30,7
distort_30,8
distort_30,20
distort_30,1
distort_30,49
distort_30,1
distort_30,158
distort_30,1
distort_30,4
distort_30,62
distort_30,36
distort_30,14
distort_30,17
distort_30,19
distort_30,3
distort_30,3
distort_30,3
distort_30,1
distort_30,79
distort_30,107
distort_30,7
distort_30,8
distort_30,5
distort_30,66
distort_30,1
distort_30,48
distort_30,58
distort_30,1
distort_30,4
distort_30,43
distort_30,2
distort_30,44
distort_30,6
distort_30,74
distort_30,58
distort_30,20
distort_30,26
distort_30,125
distort_30,1
distort_30,2
distort_30,85
distort_30,3
distort_30,6
distort_30,116
distort_30,1
distort_30,30
distort_30,35
distort_30,6
distort_30,74
distort_30,4
distort_30,7
distort_30,119
distort_30,1
distort_30,7
distort_30,138
distort_30,87
distort_30,106
distort_30,50
distort_30,1
distort_30,9
distort_30,3
distort_30,6
distort_30,88
distort_30,111
distort_30,3
distort_30,79
distort_30,11
distort_30,1
distort_30,32
distort_30,27
distort_30,1
distort_30,23
distort_30,14
distort_30,10
distort_30,93
distort_30,4
distort_30,4
distort_30,6
distort_30,109
distort_30,29
distort_30,4
distort_30,26
distort_30,3
distort_30,3
distort_30,1
distort_30,2
distort_30,3
distort_30,3
distort_30,19
distort_30,63
distort_30,6
distort_30,7
distort_30,7
distort_30,1
distort_30,7
distort_30,75
distort_30,113
distort_30,39
distort_30,16
distort_30,62
distort_30,11
distort_30,31
distort_30,52
distort_30,1
distort_30,140
distort_30,7
distort_30,11
distort_30,35
distort_30,4
distort_30,15
distort_30,6
distort_30,38
distort_30,37
distort_30,4
distort_30,11
distort_30,3
distort_30,2
distort_30,26
distort_30,36
distort_30,25
distort_30,1
distort_30,68
distort_30,42
distort_30,55
distort_30,7
distort_30,1
distort_30,154
distort_30,36
distort_30,3
distort_30,3
distort_30,29
distort_30,73
distort_30,45
distort_30,31
distort_30,24
distort_30,25
distort_30,11
distort_30,24
distort_30,8
distort_30,1
distort_30,13
distort_30,42
distort_30,1
distort_30,40
distort_30,30
distort_30,160
distort_30,1
distort_30,48
distort_30,72
distort_30,4
distort_30,55
distort_30,30
distort_30,16
distort_30,1
distort_30,13
distort_30,70
distort_30,70
distort_30,101
distort_30,23
distort_30,11
distort_30,1
distort_30,4
distort_30,3
distort_30,2
distort_30,34
distort_30,3
distort_30,78
distort_30,1
distort_30,131
distort_30,79
distort_30,12
distort_30,15
distort_30,2
distort_30,3
distort_30,41
distort_30,116
distort_30,149
distort_30,37
distort_30,18
distort_30,7
distort_30,3
distort_30,6
distort_30,3
distort_30,7
distort_30,62
distort_30,6
distort_30,2
distort_30,3
distort_30,7
distort_30,14
distort_30,23
distort_30,3
distort_30,2
distort_30,30
distort_30,18
distort_30,86
distort_30,3
distort_30,2
distort_30,33
distort_30,2
distort_30,3
distort_30,14
distort_30,26
distort_30,15
distort_30,90
distort_30,4
distort_30,122
distort_30,133
distort_30,33
distort_30,1
distort_30,80
distort_30,9
distort_30,42
distort_30,25
distort_30,34
distort_30,14
distort_30,29
distort_30,117
distort_30,1
distort_30,8
distort_30,99
distort_30,74
distort_30,11
distort_30,7
distort_30,4
distort_30,16
distort_30,50
distort_30,3
distort_30,1
distort_30,1
distort_30,4
distort_30,4
distort_30,166
distort_30,114
distort_30,17
distort_30,1
distort_30,1
distort_30,19
distort_30,20
distort_30,5
distort_30,3
distort_30,45
distort_30,9
distort_30,89
distort_30,53
distort_30,98
distort_30,19
distort_30,1
distort_30,28
distort_30,27
distort_30,11
distort_30,9
distort_30,24
distort_30,7
distort_30,1
distort_30,6
distort_30,25
distort_30,1
distort_30,1
distort_30,121
distort_30,26
distort_30,67
distort_30,4
distort_30,3
distort_30,14
distort_30,71
distort_30,18
distort_30,12
distort_30,2
distort_30,1
distort_30,1
distort_30,60
distort_30,99
distort_30,60
distort_30,1
distort_30,112
distort_30,2
distort_30,2
distort_30,87
distort_30,37
distort_30,120
distort_30,102
distort_30,1
distort_30,26
distort_30,83
distort_30,1
distort_30,28
distort_30,15
distort_30,24
distort_30,34
distort_30,83
distort_30,29
distort_30,43
distort_30,7
distort_30,45
distort_30,13
distort_30,106
distort_30,39
distort_30,1
distort_30,127
distort_30,39
distort_30,3
distort_30,12
distort_30,12
distort_30,21
distort_30,6
distort_30,28
distort_30,18
distort_30,5
distort_30,27
distort_30,1
distort_30,22
distort_30,4
distort_30,75
distort_30,42
distort_30,1
distort_30,47
distort_30,42
distort_30,6
distort_30,1
distort_30,101
distort_30,1
distort_30,3
distort_30,3
distort_30,65
distort_30,62
distort_30,25
distort_30,1
distort_30,52
distort_30,59
distort_30,116
distort_30,45
distort_30,2
distort_30,61
distort_30,17
distort_30,1
distort_30,2
distort_30,7
distort_30,11
distort_30,12
distort_30,15
distort_30,77
distort_30,13
distort_30,91
distort_30,115
distort_30,10
distort_30,3
distort_30,23
distort_30,10
distort_30,2
distort_30,3
distort_30,24
distort_30,1
distort_30,11
distort_30,1
distort_30,12
distort_30,1
distort_30,3
distort_30,1
distort_30,36
distort_30,63
distort_30,18
distort_30,1
distort_30,86
distort_30,100
distort_30,25
distort_30,70
distort_30,154
distort_30,5
distort_30,20
distort_30,87
distort_30,4
distort_30,106
distort_30,19
distort_30,1
distort_30,1
distort_30,3
distort_30,83
distort_30,171
distort_30,6
distort_30,5
distort_30,7
distort_30,74
distort_30,6
distort_30,1
distort_30,7
distort_30,3
distort_30,6
distort_30,31
distort_30,124
distort_30,85
distort_30,7
distort_30,38
distort_30,3
distort_30,43
distort_30,2
distort_30,50
distort_30,12
distort_30,3
distort_30,8
distort_30,25
distort_30,144
distort_30,10
distort_30,24
distort_30,21
distort_30,1
distort_30,29
distort_30,1
distort_30,13
distort_30,18
distort_30,81
distort_30,16
distort_30,1
distort_30,25
distort_30,15
distort_30,1
distort_30,124
distort_30,10
distort_30,80
distort_30,16
distort_30,13
distort_30,59
distort_30,6
distort_30,1
distort_30,23
distort_30,22
distort_30,3
distort_30,35
distort_30,1
distort_30,7
distort_30,114
distort_30,115
distort_30,98
distort_30,73
distort_30,138
distort_30,10
distort_30,1
distort_30,8
distort_30,1
distort_30,98
distort_30,1
distort_30,3
distort_30,66
distort_30,47
distort_30,3
distort_30,1
distort_30,12
distort_30,11
distort_30,90
distort_30,14
distort_30,34
distort_30,9
distort_30,24
distort_30,32
distort_30,3
distort_30,62
distort_30,21
distort_30,53
distort_30,3
distort_30,33
distort_30,1
distort_30,3
distort_30,1
distort_30,1
distort_30,4
distort_30,3
distort_30,9
distort_30,135
distort_30,3
distort_30,2
distort_30,41
distort_30,3
distort_30,3
distort_30,2
